row_id,batch,duplicate_group_id,duplicate_group_size,duplicate_representative,excluded_duplicate_filenames,image_path,image_filename,doc_type,question,absent_target,answer,capability,answer_mode,final_label,verification_status,evidence_note,absence_evidence_type,absence_check_result,audit_caveat,image_sha256
docvqa-manual-not_found-013,,,,,,data/docminibench_v0_images/docvqa_144e1f243d04d9e7.png,docvqa_144e1f243d04d9e7.png,taco_bell_forecast_slide_duplicate,What is the shipping method?,shipping_method,NOT_FOUND,,,confirmed_absent,,"The slide contains Taco Bell forecast bullet points but no “Shipping method”, carrier, or delivery-method field is visible.",assistant_visual_manual_audit,,Manual visual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,b3a57c6c161ec05437752b29fdaa7c6eb88f69b7b95e6f8a4216156085eb199d
docvqa-manual-not_found-014,,,,,,data/docminibench_v0_images/docvqa_144e1f243d04d9e7.png,docvqa_144e1f243d04d9e7.png,taco_bell_forecast_slide_duplicate,What is the payment due date?,payment_due_date,NOT_FOUND,,,confirmed_absent,,"The slide contains forecast bullet points and source text, but no invoice/payment section or due-date field is visible.",assistant_visual_manual_audit,,Manual visual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,b3a57c6c161ec05437752b29fdaa7c6eb88f69b7b95e6f8a4216156085eb199d
docvqa-manual-not_found-015,,,,,,data/docminibench_v0_images/docvqa_14f6bc43fe0f1c01.png,docvqa_14f6bc43fe0f1c01.png,event_schedule,What is the fax number?,fax_number,NOT_FOUND,,,confirmed_absent,,"The schedule lists times, sessions, people, and rooms, but no “Fax” or fax-labeled phone number is visible.",assistant_visual_manual_audit,,Manual visual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,5eb37b2d039afd55c9e5f1cff678b98c378bb3aa9bff81b02e030eb6eac72f6f
docvqa-manual-not_found-016,,,,,,data/docminibench_v0_images/docvqa_14f6bc43fe0f1c01.png,docvqa_14f6bc43fe0f1c01.png,event_schedule,What is the registration fee?,registration_fee,NOT_FOUND,,,confirmed_absent,,"The schedule lists event times, sessions, people, and locations, but no registration fee or price field is visible.",assistant_visual_manual_audit,,Manual visual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,5eb37b2d039afd55c9e5f1cff678b98c378bb3aa9bff81b02e030eb6eac72f6f
docvqa-manual-not_found-017,,,,,,data/docminibench_v0_images/docvqa_17ded23370e0e376.png,docvqa_17ded23370e0e376.png,job_quote_invoice,What is the payment due date?,payment_due_date,NOT_FOUND,,,confirmed_absent,,"The invoice/quote shows PO, release, job, invoice number, billing period, and line-item totals, but no due date/payment due date field is visible.",assistant_visual_manual_audit,,Manual visual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,b6913a0912dda76fe7be886aaa93f6526065e208d0769b92eb9bc9a74153c8f6
docvqa-manual-not_found-018,,,,,,data/docminibench_v0_images/docvqa_17ded23370e0e376.png,docvqa_17ded23370e0e376.png,job_quote_invoice,What is the discount code?,discount_code,NOT_FOUND,,,confirmed_absent,,"The invoice/quote table shows service charges and totals, but no discount, coupon, promo, or discount-code field is visible.",assistant_visual_manual_audit,,Manual visual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,b6913a0912dda76fe7be886aaa93f6526065e208d0769b92eb9bc9a74153c8f6
docvqa-manual-not_found-019,,,,,,data/docminibench_v0_images/docvqa_1c87f03694656ac1.png,docvqa_1c87f03694656ac1.png,postcard_address_side,What is the fax number?,fax_number,NOT_FOUND,,,confirmed_absent,,"The postcard shows postage and a recipient mailing address, but no “Fax” or fax-labeled phone number is visible.",assistant_visual_manual_audit,,Manual visual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,a154d561c1a837b9fb90401fec9b6ea1f2bf8959c7665c626134fac150572be2
docvqa-manual-not_found-020,,,,,,data/docminibench_v0_images/docvqa_1c87f03694656ac1.png,docvqa_1c87f03694656ac1.png,postcard_address_side,What is the recipient phone number?,recipient_phone_number,NOT_FOUND,,,confirmed_absent,,"The postcard shows a mailing address and postage, but no phone number or phone-labeled recipient field is visible.",assistant_visual_manual_audit,,Manual visual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,a154d561c1a837b9fb90401fec9b6ea1f2bf8959c7665c626134fac150572be2
docvqa-manual-batch2-expanded-not_found-001,docvqa_audit_batch2_expanded,batch2-exact-01,1,True,,data/docminibench_v0_images/docvqa_1e4095752ef28a82.png,docvqa_1e4095752ef28a82.png,progress_report_projects_table,What is the shipping method?,shipping_method,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No “Shipping method”, “Ship via”, carrier, or delivery-method field is visible on the progress report projects table.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,591e33fae919f97601faa561da1cf88c4285603b202d90c32917e43a2b7c3f62
docvqa-manual-batch2-expanded-not_found-002,docvqa_audit_batch2_expanded,batch2-exact-01,1,True,,data/docminibench_v0_images/docvqa_1e4095752ef28a82.png,docvqa_1e4095752ef28a82.png,progress_report_projects_table,What is the purchase order number?,purchase_order_number,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No purchase order number, PO number, or purchase-order field is visible on the progress report projects table.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,591e33fae919f97601faa561da1cf88c4285603b202d90c32917e43a2b7c3f62
docvqa-manual-batch2-expanded-not_found-003,docvqa_audit_batch2_expanded,batch2-exact-01,1,True,,data/docminibench_v0_images/docvqa_1e4095752ef28a82.png,docvqa_1e4095752ef28a82.png,progress_report_projects_table,What is the fax number?,fax_number,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No “Fax” or “Facsimile” label and no fax-labeled phone number is visible on the progress report projects table. The page contains client contact phone/email information, but no number is labeled as fax.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,591e33fae919f97601faa561da1cf88c4285603b202d90c32917e43a2b7c3f62
docvqa-manual-batch2-expanded-not_found-004,docvqa_audit_batch2_expanded,batch2-exact-01,1,True,,data/docminibench_v0_images/docvqa_1e4095752ef28a82.png,docvqa_1e4095752ef28a82.png,progress_report_projects_table,What is the vendor tax ID?,vendor_tax_id,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No “Vendor Tax ID”, “Tax ID”, “TIN”, or tax-identification field is visible on the progress report projects table.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,591e33fae919f97601faa561da1cf88c4285603b202d90c32917e43a2b7c3f62
docvqa-manual-batch2-expanded-not_found-005,docvqa_audit_batch2_expanded,batch2-exact-01,1,True,,data/docminibench_v0_images/docvqa_1e4095752ef28a82.png,docvqa_1e4095752ef28a82.png,progress_report_projects_table,What is the payment due date?,payment_due_date,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,No payment due date or due-date field is visible on the progress report projects table.,assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,591e33fae919f97601faa561da1cf88c4285603b202d90c32917e43a2b7c3f62
docvqa-manual-batch2-expanded-not_found-006,docvqa_audit_batch2_expanded,batch2-exact-02,3,True,docvqa_2032f9ea62254d3b.png;docvqa_3edf3964eeb54e75.png,data/docminibench_v0_images/docvqa_1e4346b310ff5415.png,docvqa_1e4346b310ff5415.png,corporate_governance_report_page,What is the fax number?,fax_number,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,No “Fax” or “Facsimile” label and no fax-labeled phone number is visible on the corporate governance report page.,assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,e730aa11101a0fc25cd66488a9eaaf918da3c5473d4532e9fa54ecdc9209100b
docvqa-manual-batch2-expanded-not_found-007,docvqa_audit_batch2_expanded,batch2-exact-02,3,True,docvqa_2032f9ea62254d3b.png;docvqa_3edf3964eeb54e75.png,data/docminibench_v0_images/docvqa_1e4346b310ff5415.png,docvqa_1e4346b310ff5415.png,corporate_governance_report_page,What is the payment due date?,payment_due_date,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,No payment due date or due-date field is visible on the corporate governance report page.,assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,e730aa11101a0fc25cd66488a9eaaf918da3c5473d4532e9fa54ecdc9209100b
docvqa-manual-batch2-expanded-not_found-008,docvqa_audit_batch2_expanded,batch2-exact-02,3,True,docvqa_2032f9ea62254d3b.png;docvqa_3edf3964eeb54e75.png,data/docminibench_v0_images/docvqa_1e4346b310ff5415.png,docvqa_1e4346b310ff5415.png,corporate_governance_report_page,What is the shipping method?,shipping_method,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No “Shipping method”, “Ship via”, carrier, or delivery-method field is visible on the corporate governance report page.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,e730aa11101a0fc25cd66488a9eaaf918da3c5473d4532e9fa54ecdc9209100b
docvqa-manual-batch2-expanded-not_found-009,docvqa_audit_batch2_expanded,batch2-exact-02,3,True,docvqa_2032f9ea62254d3b.png;docvqa_3edf3964eeb54e75.png,data/docminibench_v0_images/docvqa_1e4346b310ff5415.png,docvqa_1e4346b310ff5415.png,corporate_governance_report_page,What is the purchase order number?,purchase_order_number,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No purchase order number, PO number, or purchase-order field is visible on the corporate governance report page.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,e730aa11101a0fc25cd66488a9eaaf918da3c5473d4532e9fa54ecdc9209100b
docvqa-manual-batch2-expanded-not_found-010,docvqa_audit_batch2_expanded,batch2-exact-02,3,True,docvqa_2032f9ea62254d3b.png;docvqa_3edf3964eeb54e75.png,data/docminibench_v0_images/docvqa_1e4346b310ff5415.png,docvqa_1e4346b310ff5415.png,corporate_governance_report_page,What is the discount code?,discount_code,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No “Discount”, “Promo”, “Coupon”, or discount-code-like field is visible on the corporate governance report page.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,e730aa11101a0fc25cd66488a9eaaf918da3c5473d4532e9fa54ecdc9209100b
docvqa-manual-batch2-expanded-not_found-011,docvqa_audit_batch2_expanded,batch2-exact-03,1,True,,data/docminibench_v0_images/docvqa_1f1a68084f41940a.png,docvqa_1f1a68084f41940a.png,invoice_letter,What is the purchase order number?,purchase_order_number,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No purchase order number, PO number, or purchase-order field is visible on the invoice letter.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,2ad81fbd06d92fd1aa1002949ce14511e349876a378cae91a4522ee2e9ca89a3
docvqa-manual-batch2-expanded-not_found-012,docvqa_audit_batch2_expanded,batch2-exact-03,1,True,,data/docminibench_v0_images/docvqa_1f1a68084f41940a.png,docvqa_1f1a68084f41940a.png,invoice_letter,What is the shipping method?,shipping_method,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No “Shipping method”, “Ship via”, carrier, or delivery-method field is visible on the invoice letter.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,2ad81fbd06d92fd1aa1002949ce14511e349876a378cae91a4522ee2e9ca89a3
docvqa-manual-batch2-expanded-not_found-013,docvqa_audit_batch2_expanded,batch2-exact-03,1,True,,data/docminibench_v0_images/docvqa_1f1a68084f41940a.png,docvqa_1f1a68084f41940a.png,invoice_letter,What is the vendor tax ID?,vendor_tax_id,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No “Vendor Tax ID”, “Tax ID”, “TIN”, or tax-identification field is visible on the invoice letter.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,2ad81fbd06d92fd1aa1002949ce14511e349876a378cae91a4522ee2e9ca89a3
docvqa-manual-batch2-expanded-not_found-014,docvqa_audit_batch2_expanded,batch2-exact-03,1,True,,data/docminibench_v0_images/docvqa_1f1a68084f41940a.png,docvqa_1f1a68084f41940a.png,invoice_letter,What is the discount code?,discount_code,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No “Discount”, “Promo”, “Coupon”, or discount-code-like field is visible on the invoice letter.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,2ad81fbd06d92fd1aa1002949ce14511e349876a378cae91a4522ee2e9ca89a3
docvqa-manual-batch2-expanded-not_found-015,docvqa_audit_batch2_expanded,batch2-exact-03,1,True,,data/docminibench_v0_images/docvqa_1f1a68084f41940a.png,docvqa_1f1a68084f41940a.png,invoice_letter,What is the payment due date?,payment_due_date,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No payment due date or due-date field is visible on the invoice letter. The letter asks payment to be remitted as soon as possible, but no concrete due-date field is visible.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,2ad81fbd06d92fd1aa1002949ce14511e349876a378cae91a4522ee2e9ca89a3
docvqa-manual-batch2-expanded-not_found-016,docvqa_audit_batch2_expanded,batch2-exact-04,2,True,docvqa_5c30703941531d96.png,data/docminibench_v0_images/docvqa_207bd1e223307ba6.png,docvqa_207bd1e223307ba6.png,corporate_governance_committee_table,What is the fax number?,fax_number,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,No “Fax” or “Facsimile” label and no fax-labeled phone number is visible on the corporate governance committee-report page.,assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,bed9e19cb7517c55afbd9163dfbc997a27e81723b2708d744a573d80a48a6fe1
docvqa-manual-batch2-expanded-not_found-017,docvqa_audit_batch2_expanded,batch2-exact-04,2,True,docvqa_5c30703941531d96.png,data/docminibench_v0_images/docvqa_207bd1e223307ba6.png,docvqa_207bd1e223307ba6.png,corporate_governance_committee_table,What is the purchase order number?,purchase_order_number,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No purchase order number, PO number, or purchase-order field is visible on the corporate governance committee-report page.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,bed9e19cb7517c55afbd9163dfbc997a27e81723b2708d744a573d80a48a6fe1
docvqa-manual-batch2-expanded-not_found-018,docvqa_audit_batch2_expanded,batch2-exact-04,2,True,docvqa_5c30703941531d96.png,data/docminibench_v0_images/docvqa_207bd1e223307ba6.png,docvqa_207bd1e223307ba6.png,corporate_governance_committee_table,What is the payment due date?,payment_due_date,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,No payment due date or due-date field is visible on the corporate governance committee-report page.,assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,bed9e19cb7517c55afbd9163dfbc997a27e81723b2708d744a573d80a48a6fe1
docvqa-manual-batch2-expanded-not_found-019,docvqa_audit_batch2_expanded,batch2-exact-04,2,True,docvqa_5c30703941531d96.png,data/docminibench_v0_images/docvqa_207bd1e223307ba6.png,docvqa_207bd1e223307ba6.png,corporate_governance_committee_table,What is the shipping method?,shipping_method,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No “Shipping method”, “Ship via”, carrier, or delivery-method field is visible on the corporate governance committee-report page.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,bed9e19cb7517c55afbd9163dfbc997a27e81723b2708d744a573d80a48a6fe1
docvqa-manual-batch2-expanded-not_found-020,docvqa_audit_batch2_expanded,batch2-exact-04,2,True,docvqa_5c30703941531d96.png,data/docminibench_v0_images/docvqa_207bd1e223307ba6.png,docvqa_207bd1e223307ba6.png,corporate_governance_committee_table,What is the discount code?,discount_code,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No “Discount”, “Promo”, “Coupon”, or discount-code-like field is visible on the corporate governance committee-report page.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,bed9e19cb7517c55afbd9163dfbc997a27e81723b2708d744a573d80a48a6fe1
docvqa-manual-batch2-expanded-not_found-021,docvqa_audit_batch2_expanded,batch2-exact-05,1,True,,data/docminibench_v0_images/docvqa_2564e63028039073.png,docvqa_2564e63028039073.png,workshop_title_page,What is the fax number?,fax_number,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,No “Fax” or “Facsimile” label and no fax-labeled phone number is visible on the workshop title page.,assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,af63d1828b676a4300cf86209ad9be643545e00b7f049e075620147f7b890a68
docvqa-manual-batch2-expanded-not_found-022,docvqa_audit_batch2_expanded,batch2-exact-05,1,True,,data/docminibench_v0_images/docvqa_2564e63028039073.png,docvqa_2564e63028039073.png,workshop_title_page,What is the vendor tax ID?,vendor_tax_id,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No “Vendor Tax ID”, “Tax ID”, “TIN”, or tax-identification field is visible on the workshop title page.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,af63d1828b676a4300cf86209ad9be643545e00b7f049e075620147f7b890a68
docvqa-manual-batch2-expanded-not_found-023,docvqa_audit_batch2_expanded,batch2-exact-05,1,True,,data/docminibench_v0_images/docvqa_2564e63028039073.png,docvqa_2564e63028039073.png,workshop_title_page,What is the payment due date?,payment_due_date,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,No payment due date or due-date field is visible on the workshop title page.,assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,af63d1828b676a4300cf86209ad9be643545e00b7f049e075620147f7b890a68
docvqa-manual-batch2-expanded-not_found-024,docvqa_audit_batch2_expanded,batch2-exact-05,1,True,,data/docminibench_v0_images/docvqa_2564e63028039073.png,docvqa_2564e63028039073.png,workshop_title_page,What is the shipping method?,shipping_method,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No “Shipping method”, “Ship via”, carrier, or delivery-method field is visible on the workshop title page.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,af63d1828b676a4300cf86209ad9be643545e00b7f049e075620147f7b890a68
docvqa-manual-batch2-expanded-not_found-025,docvqa_audit_batch2_expanded,batch2-exact-05,1,True,,data/docminibench_v0_images/docvqa_2564e63028039073.png,docvqa_2564e63028039073.png,workshop_title_page,What is the purchase order number?,purchase_order_number,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,"No purchase order number, PO number, or purchase-order field is visible on the workshop title page.",assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,af63d1828b676a4300cf86209ad9be643545e00b7f049e075620147f7b890a68
docvqa-manual-batch2-expanded-not_found-026,docvqa_audit_batch2_expanded,batch2-exact-06,3,True,docvqa_491c4e868e53fe2d.png;docvqa_5cd4d3c9186d9c68.png,data/docminibench_v0_images/docvqa_2594de3217d7478c.png,docvqa_2594de3217d7478c.png,annual_report_brand_article,What is the fax number?,fax_number,NOT_FOUND,not_found,abstain,confirmed_absent,assistant_visual_verified_pending_user_spotcheck,No “Fax” or “Facsimile” label and no fax-labeled phone number is visible on the annual report brand-article page.,assistant_visual_manual_audit,True,Assistant visual manual audit from uploaded image; not OCR/metadata-mechanically verified. User should spot-check before final submission.,1b63e1ed4ec2e7da7b64c20393c674105b43613798ede1eeba4c029752c29273
